date,close
2020-08-16,847.798
2020-08-23,850.156
2020-08-30,873.992
2020-09-06,894.7225
2020-09-13,889.1
2020-09-20,896.658
2020-09-27,908.6960000000001
2020-10-04,909.1380000000001
2020-10-11,918.582
2020-10-18,936.3860000000001
2020-10-25,947.6600000000001
2020-11-01,932.574
2020-11-08,936.9779999999998
2020-11-15,956.336
2020-11-22,973.2959999999999
2020-11-29,1001.216
2020-12-06,1013.5120000000001
2020-12-13,1035.048
2020-12-20,1061.116
2020-12-27,1079.074
2021-01-03,1098.0575
2021-01-10,1144.0819999999999
2021-01-17,1188.964
2021-01-24,1157.7220000000002
2021-01-31,1095.9779999999998
2021-02-07,1092.286
2021-02-14,1099.055
2021-02-21,1167.8866666666665
2021-02-28,1169.718
2021-03-07,1179.3880000000001
2021-03-14,1172.722
2021-03-21,1189.108
2021-03-28,1173.0
2021-04-04,1198.806
2021-04-11,1236.988
2021-04-18,1248.522
2021-04-25,1251.3025
2021-05-02,1226.115
2021-05-09,1247.7525
2021-05-16,1262.6119999999999
2021-05-23,1267.2040000000002
2021-05-30,1309.458
2021-06-06,1348.9879999999998
2021-06-13,1337.376
2021-06-20,1364.658
2021-06-27,1379.8619999999999
2021-07-04,1412.35
2021-07-11,1375.258
2021-07-18,1293.396
2021-07-25,1270.018
2021-08-01,1286.072
2021-08-08,1333.6799999999998
2021-08-15,1358.036
2021-08-22,1359.854
2021-08-29,1304.2939999999999
2021-09-05,1331.42
2021-09-12,1342.238
2021-09-19,1345.094
2021-09-26,1348.986
2021-10-03,1336.092
2021-10-10,1359.142
2021-10-17,1393.0700000000002
2021-10-24,1391.734
2021-10-31,1416.466
2021-11-07,1448.116
2021-11-14,1465.962
2021-11-21,1468.2099999999998
2021-11-28,1478.718
2021-12-05,1474.768
2021-12-12,1448.9479999999999
2021-12-19,1476.826
2021-12-26,1473.5459999999998
2022-01-02,1490.6680000000001
2022-01-09,1526.2825
2022-01-16,1499.72
2022-01-23,1454.5520000000001
2022-01-30,1470.118
2022-02-06,1470.118
2022-02-13,1502.506
2022-02-20,1493.9279999999999
2022-02-27,1504.0700000000002
2022-03-06,1496.952
2022-03-13,1478.424
2022-03-20,1457.752
2022-03-27,1499.566
2022-04-03,1496.008
2022-04-10,1510.396
2022-04-17,1465.7825
2022-04-24,1394.642
2022-05-01,1344.764
2022-05-08,1346.2066666666667
2022-05-15,1257.264
2022-05-22,1224.6860000000001
2022-05-29,1254.928
2022-06-05,1292.544
2022-06-12,1296.23
2022-06-19,1225.042
2022-06-26,1179.3
2022-07-03,1207.102
2022-07-10,1172.8439999999998
2022-07-17,1173.09
2022-07-24,1188.438
2022-07-31,1195.812
2022-08-07,1245.924
2022-08-14,1257.3
2022-08-21,1273.402
2022-08-28,1275.97
2022-09-04,1276.8999999999999
2022-09-11,1256.26
2022-09-18,1243.696
2022-09-25,1210.578
2022-10-02,1148.538
2022-10-09,1075.854
2022-10-16,1039.266
2022-10-23,1050.716
2022-10-30,1006.516
2022-11-06,1020.368
2022-11-13,968.8399999999999
2022-11-20,946.8860000000001
2022-11-27,955.5880000000001
2022-12-04,1040.5120000000002
2022-12-11,1057.144
2022-12-18,1047.55
2022-12-25,1024.672
2023-01-01,1004.3639999999999
2023-01-08,1049.3775
2023-01-15,1055.976
2023-01-22,1090.3325
2023-01-29,1117.1
2023-02-05,1088.892
2023-02-12,1069.336
2023-02-19,1049.6280000000002
2023-02-26,1063.284
2023-03-05,1029.772
2023-03-12,1044.6299999999999
2023-03-19,1049.532
2023-03-26,1037.592
2023-04-02,1057.3899999999999
2023-04-09,1075.842
2023-04-16,1064.29
2023-04-23,1049.9940000000001
2023-04-30,1041.152
2023-05-07,1040.46
2023-05-14,1057.898
2023-05-21,1065.488
2023-05-28,1065.334
2023-06-04,1079.486
2023-06-11,1104.904
2023-06-18,1117.618
2023-06-25,1118.0520000000001
2023-07-02,1130.056
2023-07-09,1131.282
2023-07-16,1157.7620000000002
2023-07-23,1175.782
2023-07-30,1198.492
2023-08-06,1219.5639999999999
2023-08-13,1234.092
2023-08-20,1225.124
2023-08-27,1181.114
2023-09-03,1210.8400000000001
2023-09-10,1241.275
2023-09-17,1231.726
2023-09-24,1211.042
2023-10-01,1150.318
2023-10-08,1128.8899999999999
2023-10-15,1147.6399999999999
2023-10-22,1112.47
2023-10-29,1083.432
2023-11-05,1052.5
2023-11-12,1099.7900000000002
2023-11-19,1111.804
2023-11-26,1102.408
2023-12-03,1096.516
2023-12-10,1121.764
2023-12-17,1115.952
