"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"16/03/2018","15,088.1","14,908.4","15,177.9","14,818.6","13.91M","2.02%"
"15/03/2018","14,788.7","14,758.8","14,848.6","14,549.2","13.47M","0.41%"
"14/03/2018","14,728.8","15,118.0","15,267.7","14,668.9","9.94M","0.00%"
"13/03/2018","14,728.8","14,579.1","14,728.8","14,369.6","12.30M","1.23%"
"12/03/2018","14,549.2","14,070.2","14,549.2","14,070.2","16.52M","3.85%"
"09/03/2018","14,010.3","13,621.2","14,040.3","13,591.2","16.13M","3.31%"
"08/03/2018","13,561.3","13,711.0","13,711.0","13,471.5","13.50M","0.22%"
"07/03/2018","13,531.4","13,770.9","13,890.6","13,441.5","16.76M","-1.52%"
"06/03/2018","13,740.9","13,172.1","13,740.9","13,142.2","14.30M","4.32%"
"05/03/2018","13,172.1","13,920.5","14,100.2","13,172.1","20.61M","-5.38%"
"02/03/2018","13,920.5","13,770.9","13,980.4","13,531.4","17.58M","1.09%"
"01/03/2018","13,770.9","14,070.2","14,219.9","13,681.0","17.97M","-2.13%"
"28/02/2018","14,070.2","13,920.5","14,190.0","13,711.0","14.28M","1.29%"
"27/02/2018","13,890.6","13,591.2","13,920.5","13,531.4","13.72M","2.43%"
"26/02/2018","13,561.3","13,411.6","13,830.7","13,411.6","33.57M","1.34%"
"23/02/2018","13,381.7","13,232.0","13,471.5","13,142.2","13.81M","1.13%"
"22/02/2018","13,232.0","13,411.6","13,471.5","13,142.2","11.71M","-0.67%"
"21/02/2018","13,321.8","13,082.3","13,561.3","13,082.3","11.03M","1.83%"
"13/02/2018","13,082.3","12,723.1","13,202.1","12,573.4","18.22M","4.05%"
"12/02/2018","12,573.4","12,184.2","12,573.4","12,184.2","7.18M","5.26%"
"09/02/2018","11,944.7","10,926.9","12,034.5","10,926.9","12.90M","1.01%"
"08/02/2018","11,825.0","12,184.2","12,333.9","11,825.0","6.72M","-2.95%"
"07/02/2018","12,184.2","11,705.2","12,543.4","11,705.2","8.77M","4.63%"
"06/02/2018","11,645.3","11,555.5","11,825.0","10,807.1","24.48M","-2.75%"
"05/02/2018","11,974.7","12,453.6","12,603.3","11,944.7","16.93M","-3.61%"
"02/02/2018","12,423.7","12,274.0","12,483.6","12,244.1","12.73M","1.22%"
"01/02/2018","12,274.0","12,483.6","12,543.4","12,184.2","21.49M","-1.68%"
"31/01/2018","12,483.6","12,453.6","12,723.1","12,423.7","21.50M","0.24%"
"30/01/2018","12,453.6","12,543.4","12,543.4","12,333.9","13.12M","-0.95%"
"29/01/2018","12,573.4","12,573.4","12,812.9","12,543.4","16.49M","-0.24%"
"26/01/2018","12,603.3","12,573.4","12,723.1","12,363.8","16.60M","0.72%"
"25/01/2018","12,513.5","12,333.9","12,782.9","12,064.5","28.16M","1.70%"
"24/01/2018","12,304.0","12,483.6","12,663.2","12,304.0","13.83M","-0.72%"
"23/01/2018","12,393.8","12,124.3","12,513.5","12,034.5","26.47M","2.99%"
"22/01/2018","12,034.5","11,825.0","12,124.3","11,825.0","15.18M","1.77%"
"19/01/2018","11,825.0","11,854.9","12,094.4","11,735.2","15.62M","0.00%"
"18/01/2018","11,825.0","11,465.7","11,825.0","11,465.7","12.47M","1.28%"
"17/01/2018","11,675.3","11,615.4","12,034.5","11,585.5","13.63M","0.52%"
"16/01/2018","11,615.4","11,675.3","11,765.1","11,525.6","11.31M","-0.51%"
"15/01/2018","11,675.3","11,705.2","11,765.1","11,465.7","11.25M","-0.26%"
"12/01/2018","11,705.2","11,974.7","12,034.5","11,645.3","25.28M","-2.25%"
"11/01/2018","11,974.7","11,914.8","11,974.7","11,675.3","16.45M","0.50%"
"10/01/2018","11,914.8","12,124.3","12,184.2","11,795.0","15.49M","-1.24%"
"09/01/2018","12,064.5","12,034.5","12,184.2","11,675.3","15.85M","0.50%"
"08/01/2018","12,004.6","11,615.4","12,004.6","11,615.4","12.96M","3.35%"
"05/01/2018","11,615.4","11,675.3","11,825.0","11,495.7","21.56M","0.00%"
"04/01/2018","11,615.4","11,585.5","11,645.3","11,495.7","21.26M","0.26%"
"03/01/2018","11,585.5","11,615.4","11,705.2","11,375.9","16.89M","-0.26%"
"02/01/2018","11,615.4","11,076.6","11,645.3","11,016.7","12.22M","5.15%"
